OMP Brick Sort, 50000, 8, 9.148519, 1
OMP Brick Sort, 75000, 8, 20.724194, 1
OMP Brick Sort, 100000, 8, 36.945085, 1
OMP Brick Sort, 125000, 8, 57.824197, 1
OMP Brick Sort, 150000, 8, 83.173444, 1
OMP Brick Sort, 175000, 8, 113.628025, 1
OMP Brick Sort, 200000, 8, 148.868622, 1
OMP Brick Sort, 25000, 12, 2.222474, 1
OMP Brick Sort, 50000, 12, 9.206895, 1
OMP Brick Sort, 75000, 12, 20.640388, 1
OMP Brick Sort, 100000, 12, 37.386510, 1
OMP Brick Sort, 125000, 12, 57.729425, 1
OMP Brick Sort, 150000, 12, 84.396131, 1
OMP Brick Sort, 175000, 12, 113.322129, 1
OMP Brick Sort, 200000, 12, 149.763366, 1
OMP Brick Sort, 25000, 16, 2.200687, 1
OMP Brick Sort, 50000, 16, 9.226535, 1
OMP Brick Sort, 75000, 16, 20.929999, 1
OMP Brick Sort, 100000, 16, 37.347494, 1
OMP Brick Sort, 125000, 16, 58.455498, 1
OMP Brick Sort, 150000, 16, 83.004573, 1
OMP Brick Sort, 175000, 16, 114.681278, 1
OMP Brick Sort, 200000, 16, 147.867683, 1
OMP Bucket Sort, 25000, 1, 0.039344, 1
OMP Bucket Sort, 50000, 1, 0.049907, 1
OMP Bucket Sort, 75000, 1, 0.050430, 1
OMP Bucket Sort, 100000, 1, 0.072819, 1
OMP Bucket Sort, 125000, 1, 0.040245, 1
OMP Bucket Sort, 150000, 1, 0.099290, 1
OMP Bucket Sort, 175000, 1, 0.132805, 1
OMP Bucket Sort, 200000, 1, 0.038695, 1
OMP Bucket Sort, 25000, 2, 0.037189, 1
OMP Bucket Sort, 50000, 2, 0.036824, 1
OMP Bucket Sort, 75000, 2, 0.037419, 1
OMP Bucket Sort, 100000, 2, 0.051761, 1
OMP Bucket Sort, 125000, 2, 0.107982, 1
OMP Bucket Sort, 150000, 2, 0.038200, 1
OMP Bucket Sort, 175000, 2, 0.042077, 1
OMP Bucket Sort, 200000, 2, 0.038664, 1
OMP Bucket Sort, 25000, 4, 0.060486, 1
OMP Bucket Sort, 50000, 4, 0.037022, 1
OMP Bucket Sort, 75000, 4, 0.037528, 1
OMP Bucket Sort, 100000, 4, 0.152683, 1
OMP Bucket Sort, 125000, 4, 0.037772, 1
OMP Bucket Sort, 150000, 4, 0.038107, 1
OMP Bucket Sort, 175000, 4, 0.090884, 1
OMP Bucket Sort, 200000, 4, 0.040234, 1
OMP Bucket Sort, 25000, 8, 0.052429, 1
OMP Bucket Sort, 50000, 8, 0.037235, 1
OMP Bucket Sort, 75000, 8, 0.037501, 1
OMP Bucket Sort, 100000, 8, 0.040767, 1
OMP Bucket Sort, 125000, 8, 0.037891, 1
OMP Bucket Sort, 150000, 8, 0.038623, 1
OMP Bucket Sort, 175000, 8, 0.128157, 1
OMP Bucket Sort, 200000, 8, 0.039095, 1
OMP Bucket Sort, 25000, 12, 0.076664, 1
OMP Bucket Sort, 50000, 12, 0.043805, 1
OMP Bucket Sort, 75000, 12, 0.069053, 1
OMP Bucket Sort, 100000, 12, 0.069908, 1
OMP Bucket Sort, 125000, 12, 0.037924, 1
OMP Bucket Sort, 150000, 12, 0.062717, 1
OMP Bucket Sort, 175000, 12, 0.038908, 1
OMP Bucket Sort, 200000, 12, 0.118546, 1
OMP Bucket Sort, 25000, 16, 0.036317, 1
OMP Bucket Sort, 50000, 16, 0.105602, 1
OMP Bucket Sort, 75000, 16, 0.043383, 1
OMP Bucket Sort, 100000, 16, 0.044366, 1
OMP Bucket Sort, 125000, 16, 0.038102, 1
OMP Bucket Sort, 150000, 16, 0.114463, 1
OMP Bucket Sort, 175000, 16, 0.038522, 1
OMP Bucket Sort, 200000, 16, 0.046643, 1
OMP Counting Sort, 25000, 1, 0.030691, 1
OMP Counting Sort, 50000, 1, 0.036624, 1
OMP Counting Sort, 75000, 1, 0.062274, 1
OMP Counting Sort, 100000, 1, 0.037196, 1
OMP Counting Sort, 125000, 1, 0.036881, 1
OMP Counting Sort, 150000, 1, 0.064148, 1
OMP Counting Sort, 175000, 1, 0.063202, 1
OMP Counting Sort, 200000, 1, 0.037265, 1
OMP Counting Sort, 25000, 2, 0.042512, 1
OMP Counting Sort, 50000, 2, 0.036561, 1
OMP Counting Sort, 75000, 2, 0.043417, 1
OMP Counting Sort, 100000, 2, 0.036896, 1
OMP Counting Sort, 125000, 2, 0.039949, 1
OMP Counting Sort, 150000, 2, 0.080914, 1
OMP Counting Sort, 175000, 2, 0.066886, 1
OMP Counting Sort, 200000, 2, 0.088966, 1
OMP Counting Sort, 25000, 4, 0.086028, 1
OMP Counting Sort, 50000, 4, 0.102313, 1
OMP Counting Sort, 75000, 4, 0.092369, 1
OMP Counting Sort, 100000, 4, 0.106703, 1
OMP Counting Sort, 125000, 4, 0.039143, 1
OMP Counting Sort, 150000, 4, 0.101734, 1
OMP Counting Sort, 175000, 4, 0.036858, 1
OMP Counting Sort, 200000, 4, 0.037676, 1
OMP Counting Sort, 25000, 8, 0.036038, 1
OMP Counting Sort, 50000, 8, 0.081654, 1
OMP Counting Sort, 75000, 8, 0.059220, 1
OMP Counting Sort, 100000, 8, 0.113481, 1
OMP Counting Sort, 125000, 8, 0.037952, 1
OMP Counting Sort, 150000, 8, 0.037075, 1
OMP Counting Sort, 175000, 8, 0.043291, 1
OMP Counting Sort, 200000, 8, 0.037370, 1
OMP Counting Sort, 25000, 12, 0.036238, 1
OMP Counting Sort, 50000, 12, 0.056573, 1
OMP Counting Sort, 75000, 12, 0.054779, 1
OMP Counting Sort, 100000, 12, 0.071257, 1
OMP Counting Sort, 125000, 12, 0.037299, 1
OMP Counting Sort, 150000, 12, 0.036953, 1
OMP Counting Sort, 175000, 12, 0.126352, 1
OMP Counting Sort, 200000, 12, 0.037746, 1
OMP Counting Sort, 25000, 16, 0.035906, 1
OMP Counting Sort, 50000, 16, 0.072160, 1
OMP Counting Sort, 75000, 16, 0.036850, 1
OMP Counting Sort, 100000, 16, 0.053335, 1
OMP Counting Sort, 125000, 16, 0.080422, 1
OMP Counting Sort, 150000, 16, 0.093738, 1
OMP Counting Sort, 175000, 16, 0.037191, 1
OMP Counting Sort, 200000, 16, 0.037350, 1
OMP Insertion Sort, 25000, 1, 0.914202, 1
OMP Insertion Sort, 50000, 1, 3.737440, 1
OMP Insertion Sort, 75000, 1, 8.427668, 1
OMP Insertion Sort, 100000, 1, 14.828060, 1
OMP Insertion Sort, 125000, 1, 22.812664, 1
OMP Insertion Sort, 150000, 1, 33.374051, 1
OMP Insertion Sort, 175000, 1, 45.013871, 1
OMP Insertion Sort, 200000, 1, 59.254528, 1
OMP Insertion Sort, 25000, 2, 0.275197, 1
OMP Insertion Sort, 50000, 2, 0.943805, 1
OMP Insertion Sort, 75000, 2, 2.114298, 1
OMP Insertion Sort, 100000, 2, 3.772092, 1
OMP Insertion Sort, 125000, 2, 5.764988, 1
OMP Insertion Sort, 150000, 2, 8.263511, 1
OMP Insertion Sort, 175000, 2, 11.295230, 1
OMP Insertion Sort, 200000, 2, 14.564277, 1
OMP Insertion Sort, 25000, 4, 0.099712, 1
OMP Insertion Sort, 50000, 4, 0.231823, 1
OMP Insertion Sort, 75000, 4, 0.515882, 1
OMP Insertion Sort, 100000, 4, 0.948502, 1
OMP Insertion Sort, 125000, 4, 1.426112, 1
OMP Insertion Sort, 150000, 4, 2.013980, 1
OMP Insertion Sort, 175000, 4, 2.804572, 1
OMP Insertion Sort, 200000, 4, 3.602664, 1
OMP Insertion Sort, 25000, 8, 0.032702, 1
OMP Insertion Sort, 50000, 8, 0.072370, 1
OMP Insertion Sort, 75000, 8, 0.142999, 1
OMP Insertion Sort, 100000, 8, 0.253124, 1
OMP Insertion Sort, 125000, 8, 0.376498, 1
OMP Insertion Sort, 150000, 8, 0.536527, 1
OMP Insertion Sort, 175000, 8, 0.731958, 1
OMP Insertion Sort, 200000, 8, 0.948601, 1
OMP Insertion Sort, 25000, 12, 0.023234, 1
OMP Insertion Sort, 50000, 12, 0.071005, 1
OMP Insertion Sort, 75000, 12, 0.154772, 1
OMP Insertion Sort, 100000, 12, 0.115951, 1
OMP Insertion Sort, 125000, 12, 0.285562, 1
OMP Insertion Sort, 150000, 12, 0.351925, 1
OMP Insertion Sort, 25000, 16, 0.073907, 1
OMP Insertion Sort, 50000, 16, 0.044785, 1
OMP Insertion Sort, 75000, 16, 0.117868, 1
OMP Insertion Sort, 100000, 16, 0.116206, 1
OMP Selection Sort, 25000, 1, 220.917225, 0
OMP Selection Sort, 50000, 1, 264.701417, 0
OMP Selection Sort, 75000, 1, 508.349266, 1
OMP Selection Sort, 100000, 1, 769.294399, 1
OMP Selection Sort, 125000, 1, 1038.284294, 1
OMP Selection Sort, 150000, 1, 1307.812898, 1
OMP Selection Sort, 175000, 1, 742.374711, 1
OMP Selection Sort, 200000, 1, 11.559485, 1
OMP Selection Sort, 25000, 2, 24.023854, 1
OMP Selection Sort, 50000, 2, 1.160752, 1
OMP Selection Sort, 75000, 2, 2.846659, 1
OMP Selection Sort, 100000, 2, 4.479359, 1
OMP Selection Sort, 125000, 2, 4.073081, 1
OMP Selection Sort, 150000, 2, 15.446468, 1
OMP Selection Sort, 175000, 2, 12.389121, 1
OMP Selection Sort, 200000, 2, 6.082702, 1
OMP Selection Sort, 25000, 4, 1.033922, 1
OMP Selection Sort, 50000, 4, 1.604932, 1
OMP Selection Sort, 75000, 4, 7.609891, 1
OMP Selection Sort, 100000, 4, 8.832797, 1
OMP Selection Sort, 125000, 4, 3.395746, 1
OMP Selection Sort, 150000, 4, 9.075862, 1
OMP Selection Sort, 175000, 4, 8.135020, 1
OMP Selection Sort, 200000, 4, 8.866218, 1
OMP Selection Sort, 25000, 8, 0.760472, 1
OMP Selection Sort, 50000, 8, 13.300320, 1
OMP Selection Sort, 75000, 8, 1.199480, 1
OMP Selection Sort, 100000, 8, 2.079098, 1
OMP Selection Sort, 125000, 8, 5.609046, 1
OMP Selection Sort, 150000, 8, 28.757704, 1
OMP Selection Sort, 175000, 8, 9.797945, 1
Bubble Sort, 25000, 1, 0.312916, 1
